constituency_id,state,demographic,result_2011,turnout_2011,margin_2011,swing_2011,result_2016,turnout_2016,margin_2016,swing_2016,result_2021,turnout_2021,margin_2021,swing_2021,turnout_change_16,turnout_change_21,margin_change_16,margin_change_21,seat_flip_16,seat_flip_21,retained_2021,demographic_encoded,state_encoded,result_2016_encoded
AS-AC0752,Assam,Rural,BJP,78.56,17.5194,4.6245,BJP,77.11,14.9073,-3.6279,BJP,73.63,8.6521,-8.6878,-1.4500000000000028,-3.480000000000004,-2.6121000000000016,-6.2551999999999985,0,0,1,2,0,4
KE-AC0753,Kerala,Urban,LDF,58.22,14.7376,7.2414,LDF,63.38,24.0311,12.9076,LDF,73.73,42.664,25.8791,5.160000000000004,10.350000000000001,9.293499999999998,18.632900000000003,0,0,1,0,1,8
KE-AC0754,Kerala,Semi-Urban,UDF,73.19,-6.2662,-10.9311,UDF,75.63,-1.8754,6.0983,INC,67.31,-16.8488,-20.7963,2.4399999999999977,-8.319999999999993,4.3908000000000005,-14.973400000000002,0,1,0,1,1,10
TA-AC0755,Tamil Nadu,Semi-Urban,AIADMK,81.76,17.2319,4.1583,AIADMK,76.89,8.4702,-12.169,AIADMK,82.34,18.2865,13.6338,-4.8700000000000045,5.450000000000003,-8.7617,9.8163,0,0,1,1,3,1
WE-AC0756,West Bengal,Rural,TMC,82.14,24.6555,13.9265,TMC,80.6,21.8832,-3.8504,TMC,73.12,8.4336,-18.68,-1.5400000000000063,-7.47999999999999,-2.7723000000000013,-13.449599999999998,0,0,1,2,4,9
AS-AC0757,Assam,Rural,AGP,84.6,12.8801,2.788,AGP,83.76,11.3777,-2.0867,AGP,82.51,9.1265,-3.1267,-0.8399999999999892,-1.25,-1.5023999999999997,-2.2512000000000008,0,0,1,2,0,0
TA-AC0758,Tamil Nadu,Semi-Urban,BJP,67.21,2.5307,-1.6982,DMK,61.21,-8.2727,-15.0047,BJP,59.82,-10.769,-3.4671,-5.999999999999993,-1.3900000000000006,-10.8034,-2.4962999999999997,1,1,0,1,3,6
KE-AC0759,Kerala,Rural,UDF,78.46,2.658,-4.8377,UDF,82.97,10.7915,11.2965,UDF,83.6,11.921,1.5688,4.510000000000005,0.6299999999999955,8.1335,1.1295000000000002,0,0,1,2,1,10
KE-AC0760,Kerala,Semi-Urban,INC,65.27,-2.2184,-4.5127,UDF,67.89,2.494,6.5451,INC,68.26,3.1647,0.9316,2.6200000000000045,0.37000000000000455,4.712400000000001,0.6706999999999996,1,1,0,1,1,10
WE-AC0761,West Bengal,Rural,TMC,87.66,26.7303,11.9719,TMC,89.45,29.9486,4.4698,TMC,92.11,34.7408,6.6558,1.7900000000000063,2.6599999999999966,3.2182999999999993,4.792200000000001,0,0,1,2,4,9
AS-AC0762,Assam,Rural,AIUDF,76.18,20.0435,-10.1497,AIUDF,71.33,11.3169,-12.1202,AIUDF,72.63,13.6566,3.2496,-4.8500000000000085,1.2999999999999972,-8.726600000000001,2.339699999999999,0,0,1,2,0,3
WE-AC0763,West Bengal,Urban,TMC,65.05,14.4959,8.5125,TMC,65.63,15.5455,1.4578,TMC,63.04,10.8761,-6.4853,0.5799999999999983,-2.5899999999999963,1.0495999999999999,-4.669400000000001,0,0,1,0,4,9
TA-AC0764,Tamil Nadu,Rural,AIADMK,80.95,15.1239,-3.0547,AIADMK,77.97,9.7616,-7.4476,AIADMK,76.65,7.3829,-3.3038,-2.980000000000004,-1.3199999999999932,-5.362300000000001,-2.3786999999999994,0,0,1,2,3,1
AS-AC0765,Assam,Rural,BJP,81.41,-5.0164,-8.9817,AIUDF,82.45,-3.1385,2.6082,BJP,82.35,-3.3173,-0.2483,1.0400000000000063,-0.10000000000000853,1.8779,-0.17879999999999985,1,1,0,2,0,3
WE-AC0766,West Bengal,Rural,BJP,70.45,-5.8388,-15.3664,CPIM,71.22,-4.4416,1.9406,TMC,75.59,3.4238,10.9242,0.769999999999996,4.3700000000000045,1.3971999999999998,7.8654,1,1,0,2,4,5
PU-AC0767,Puducherry,Rural,AINRC,69.87,-0.1534,-2.7485,INC,69.68,-0.4865,-0.4626,AINRC,70.14,0.335,1.141,-0.18999999999999773,0.45999999999999375,-0.33309999999999995,0.8215,1,1,0,2,2,7
KE-AC0768,Kerala,Rural,INC,74.13,10.6016,-21.8643,INC,76.44,14.7646,5.7819,INC,78.54,18.5388,5.242,2.3100000000000023,2.1000000000000085,4.163,3.7741999999999987,0,0,1,2,1,7
PU-AC0769,Puducherry,Rural,AINRC,79.11,-1.5672,-4.1908,AINRC,79.26,-1.284,0.3934,AINRC,84.84,8.7468,13.9317,0.15000000000000568,5.579999999999998,0.2831999999999999,10.030800000000001,0,0,1,2,2,2
WE-AC0770,West Bengal,Rural,CPIM,84.89,5.4747,5.5282,BJP,81.59,-0.4774,-8.2668,BJP,84.67,5.0673,7.701,-3.299999999999997,3.0799999999999983,-5.952100000000001,5.544700000000001,1,0,1,2,4,4
AS-AC0771,Assam,Semi-Urban,BJP,74.0,19.6203,-4.5364,BJP,67.7,8.2854,-15.743,INC,63.7,1.0811,-10.006,-6.299999999999997,-4.0,-11.334900000000001,-7.204299999999999,0,1,0,1,0,4
KE-AC0772,Kerala,Rural,LDF,76.12,8.4811,3.7709,LDF,74.7,5.9243,-3.5512,UDF,69.5,-3.4331,-12.9964,-1.4200000000000017,-5.200000000000003,-2.5568,-9.3574,0,1,0,2,1,8
AS-AC0773,Assam,Urban,AGP,61.55,-1.592,-14.7646,INC,63.38,1.6948,4.565,BJP,62.38,-0.1092,-2.5056,1.8300000000000054,-1.0,3.2868000000000004,-1.804,1,1,0,0,0,7
KE-AC0774,Kerala,Semi-Urban,INC,65.98,-0.5788,-6.2579,LDF,62.05,-7.6461,-9.8157,BJP,66.61,0.5703,11.4117,-3.930000000000007,4.560000000000002,-7.0672999999999995,8.2164,1,1,0,1,1,8
WE-AC0775,West Bengal,Urban,CPIM,58.94,10.9958,11.5027,CPIM,58.12,9.5178,-2.0528,CPIM,62.6,17.5714,11.1855,-0.8200000000000003,4.480000000000004,-1.4779999999999998,8.053600000000001,0,0,1,0,4,5
TA-AC0776,Tamil Nadu,Urban,BJP,61.03,28.5863,6.446,BJP,59.5,25.8326,-3.8245,BJP,51.6,11.6057,-19.7596,-1.5300000000000011,-7.899999999999999,-2.753700000000002,-14.226899999999999,0,0,1,0,3,4
AS-AC0777,Assam,Rural,AIUDF,75.41,13.7038,-11.9041,AIUDF,79.11,20.3708,9.2598,AIUDF,78.75,19.7151,-0.9108,3.700000000000003,-0.35999999999999943,6.667,-0.6556999999999995,0,0,1,2,0,3
TA-AC0778,Tamil Nadu,Rural,INC,86.32,26.8072,14.0892,INC,94.33,41.2281,20.0291,INC,93.52,39.7577,-2.0422,8.010000000000005,-0.8100000000000023,14.420899999999996,-1.470399999999998,0,0,1,2,3,7
KE-AC0779,Kerala,Urban,BJP,65.53,34.0693,3.5954,BJP,55.11,15.318,-26.0435,BJP,53.01,11.5347,-5.2546,-10.420000000000002,-2.1000000000000014,-18.7513,-3.7832999999999988,0,0,1,0,1,4
AS-AC0780,Assam,Urban,INC,55.58,4.7481,-5.4101,INC,58.61,10.1889,7.5567,INC,57.72,8.5913,-2.2189,3.030000000000001,-0.8900000000000006,5.4408,-1.5976,0,0,1,0,0,7
AS-AC0781,Assam,Semi-Urban,AGP,72.37,7.5501,-2.7653,AGP,72.91,8.5236,1.3521,AGP,77.05,15.9653,10.3356,0.539999999999992,4.140000000000001,0.9735000000000005,7.441699999999999,0,0,1,1,0,0
AS-AC0782,Assam,Rural,AGP,85.14,5.4302,4.23,AGP,85.79,6.6008,1.6258,AGP,94.44,22.1616,21.6122,0.6500000000000057,8.649999999999991,1.1705999999999994,15.5608,0,0,1,2,0,0
KE-AC0783,Kerala,Rural,LDF,78.06,-0.4038,-6.0029,LDF,83.56,9.4912,13.7431,UDF,81.05,4.9794,-6.2664,5.5,-2.510000000000005,9.895,-4.511799999999999,0,1,0,2,1,8
PU-AC0784,Puducherry,Urban,BJP,59.44,17.2661,-3.9632,BJP,56.77,12.46,-6.6752,BJP,59.79,17.8927,7.5454,-2.6699999999999946,3.019999999999996,-4.806100000000001,5.4327000000000005,0,0,1,0,2,4
KE-AC0785,Kerala,Rural,LDF,84.8,10.6958,8.2423,BJP,78.19,-1.1993,-16.521,UDF,75.44,-6.1572,-6.8859,-6.609999999999999,-2.75,-11.8951,-4.9578999999999995,1,1,0,2,1,4
WE-AC0786,West Bengal,Semi-Urban,BJP,77.86,-3.4909,-7.1111,BJP,74.1,-10.2451,-9.3809,CPIM,73.28,-11.738,-2.0734,-3.760000000000005,-0.8199999999999932,-6.754200000000001,-1.4928999999999988,0,1,0,1,4,4
WE-AC0787,West Bengal,Rural,BJP,86.28,-1.6113,-4.0667,CPIM,88.33,2.0735,5.1178,CPIM,90.8,6.5283,6.1873,2.049999999999997,2.469999999999999,3.6848,4.4548,1,0,1,2,4,5
WE-AC0788,West Bengal,Semi-Urban,CPIM,74.63,8.1706,2.8902,BJP,72.11,3.6326,-6.3028,CPIM,65.08,-9.0254,-17.5806,-2.519999999999996,-7.030000000000001,-4.538,-12.658,1,1,0,1,4,4
PU-AC0789,Puducherry,Semi-Urban,INC,64.93,14.7566,-7.845,INC,72.12,27.7112,17.9925,INC,75.56,33.8952,8.5889,7.189999999999998,3.4399999999999977,12.954600000000001,6.184000000000001,0,0,1,1,2,7
WE-AC0790,West Bengal,Urban,INC,62.54,1.7765,-4.1761,TMC,59.8,-3.1573,-6.8525,TMC,64.69,5.655,12.2393,-2.740000000000002,4.890000000000001,-4.9338,8.8123,1,0,1,0,4,9
AS-AC0791,Assam,Rural,BJP,77.27,-4.2289,-11.381,BJP,80.27,1.1729,7.5025,AGP,76.87,-4.945,-8.497,3.0,-3.3999999999999915,5.401800000000001,-6.117900000000001,0,1,0,2,0,4
PU-AC0792,Puducherry,Urban,INC,71.4,19.481,14.4351,INC,68.97,15.1027,-6.081,INC,72.09,20.722,7.8045,-2.430000000000007,3.1200000000000045,-4.378300000000001,5.619300000000001,0,0,1,0,2,7
AS-AC0793,Assam,Semi-Urban,AIUDF,68.81,11.4525,-15.4787,AIUDF,67.28,8.699,-3.8243,AIUDF,67.3,8.732,0.0458,-1.5300000000000011,0.01999999999999602,-2.7535000000000007,0.032999999999999474,0,0,1,1,0,3
WE-AC0794,West Bengal,Rural,TMC,85.67,19.593,6.1724,TMC,85.04,18.4592,-1.5747,TMC,80.66,10.5769,-10.9477,-0.6299999999999955,-4.38000000000001,-1.1338000000000008,-7.882299999999999,0,0,1,2,4,9
KE-AC0795,Kerala,Rural,UDF,71.65,-5.0315,-17.3963,LDF,71.19,-5.8547,-1.1433,INC,75.14,1.2599,9.8814,-0.46000000000000796,3.950000000000003,-0.8231999999999999,7.1146,1,1,0,2,1,8
TA-AC0796,Tamil Nadu,Rural,BJP,86.19,-1.8744,-9.4499,AIADMK,78.24,-16.1802,-19.8692,BJP,75.79,-20.586,-6.1192,-7.950000000000003,-2.4499999999999886,-14.3058,-4.405799999999999,1,1,0,2,3,1
WE-AC0797,West Bengal,Urban,CPIM,62.87,-3.1553,-5.8716,CPIM,63.65,-1.7555,1.9441,CPIM,67.75,5.6164,10.2387,0.7800000000000011,4.100000000000001,1.3998,7.3719,0,0,1,0,4,5
PU-AC0798,Puducherry,Rural,BJP,92.09,12.853,15.4032,BJP,89.88,8.8701,-5.5318,BJP,88.86,7.0416,-2.5395,-2.210000000000008,-1.019999999999996,-3.982899999999999,-1.828500000000001,0,0,1,2,2,4
AS-AC0799,Assam,Rural,AIUDF,78.86,8.1526,-1.8656,AIUDF,82.51,14.7108,9.1086,AIUDF,80.57,11.224,-4.8427,3.6500000000000057,-1.940000000000012,6.558200000000001,-3.4868000000000006,0,0,1,2,0,3
WE-AC0800,West Bengal,Semi-Urban,CPIM,63.37,14.6938,-19.7377,CPIM,64.78,17.2379,3.5335,CPIM,73.05,32.1231,20.6738,1.4100000000000037,8.269999999999996,2.5441000000000003,14.885200000000001,0,0,1,1,4,5
PU-AC0801,Puducherry,Semi-Urban,INC,64.13,11.3266,-3.7858,INC,67.73,17.797,8.9867,INC,67.88,18.0684,0.377,3.6000000000000085,0.14999999999999147,6.4704000000000015,0.27139999999999986,0,0,1,1,2,7
TA-AC0802,Tamil Nadu,Rural,AIADMK,79.82,5.2595,-3.8273,AIADMK,85.83,16.0718,15.017,AIADMK,85.65,15.7625,-0.4296,6.010000000000005,-0.1799999999999926,10.8123,-0.30930000000000035,0,0,1,2,3,1
WE-AC0803,West Bengal,Urban,BJP,52.58,-2.5813,-11.8384,INC,52.24,-3.1923,-0.8486,INC,52.94,-1.9409,1.738,-0.3399999999999963,0.6999999999999957,-0.6109999999999998,1.2513999999999998,1,0,0,0,4,7
TA-AC0804,Tamil Nadu,Semi-Urban,AIADMK,79.27,13.1237,7.4189,AIADMK,77.74,10.3706,-3.8238,AIADMK,86.18,25.5468,21.078,-1.5300000000000011,8.440000000000012,-2.7531,15.176200000000001,0,0,1,1,3,1
WE-AC0805,West Bengal,Rural,TMC,78.92,17.8471,7.0703,TMC,87.25,32.857,20.8471,TMC,83.22,25.6,-10.0791,8.329999999999998,-4.030000000000001,15.009899999999998,-7.256999999999998,0,0,1,2,4,9
AS-AC0806,Assam,Semi-Urban,AGP,72.57,9.865,5.4287,AGP,72.87,10.404,0.7486,AGP,78.15,19.898,13.1862,0.30000000000001137,5.280000000000001,0.5389999999999997,9.494,0,0,1,1,0,0
WE-AC0807,West Bengal,Rural,INC,83.23,22.2249,15.6818,INC,89.03,32.649,14.478,INC,92.78,39.4072,9.3864,5.799999999999997,3.75,10.4241,6.758200000000002,0,0,1,2,4,7
PU-AC0808,Puducherry,Semi-Urban,DMK,62.41,16.3034,-2.955,DMK,61.98,15.5364,-1.0653,INC,55.51,3.8756,-16.1956,-0.4299999999999997,-6.469999999999999,-0.7669999999999995,-11.6608,0,1,0,1,2,6
KE-AC0809,Kerala,Rural,LDF,85.27,47.7184,20.5849,LDF,78.71,35.9058,-16.4063,LDF,74.88,29.0171,-9.5677,-6.560000000000002,-3.8299999999999983,-11.812600000000003,-6.8887,0,0,1,2,1,8
PU-AC0810,Puducherry,Rural,AINRC,58.12,-11.3437,-18.8837,BJP,52.9,-20.7423,-13.0536,DMK,52.44,-21.5723,-1.1528,-5.219999999999999,-0.46000000000000085,-9.3986,-0.8299999999999983,1,1,0,2,2,4
KE-AC0811,Kerala,Rural,BJP,73.49,2.2688,0.2011,INC,74.2,3.5621,1.7962,INC,79.58,13.2472,13.4515,0.710000000000008,5.3799999999999955,1.2933,9.685099999999998,1,0,1,2,1,7
TA-AC0812,Tamil Nadu,Rural,BJP,85.77,7.9517,3.2403,BJP,85.43,7.3431,-0.8452,BJP,77.92,-6.1713,-18.7699,-0.3399999999999892,-7.510000000000005,-0.6086,-13.514399999999998,0,0,0,2,3,4
AS-AC0813,Assam,Rural,AIUDF,72.99,1.0648,-1.6826,AIUDF,73.26,1.5571,0.6837,BJP,66.27,-11.0175,-17.4647,0.27000000000001023,-6.990000000000009,0.49229999999999996,-12.5746,0,1,0,2,0,3
WE-AC0814,West Bengal,Urban,BJP,61.06,5.3031,-2.6699,BJP,60.84,4.9048,-0.5531,BJP,62.55,7.9797,4.2706,-0.21999999999999886,1.7099999999999937,-0.3982999999999999,3.0749000000000004,0,0,1,0,4,4
AS-AC0815,Assam,Semi-Urban,BJP,73.93,5.7894,6.1279,BJP,73.82,5.6058,-0.2549,AIUDF,72.96,4.0423,-2.1716,-0.11000000000001364,-0.8599999999999994,-0.18359999999999932,-1.5635000000000003,0,1,0,1,0,4
AS-AC0816,Assam,Rural,AGP,86.06,16.8443,2.988,AGP,82.97,11.2754,-7.7346,AGP,90.56,24.9463,18.9873,-3.0900000000000034,7.590000000000003,-5.568900000000001,13.670900000000001,0,0,1,2,0,0
AS-AC0817,Assam,Rural,BJP,85.88,19.2261,3.9805,BJP,87.45,22.0671,3.9458,BJP,85.75,19.0017,-4.2576,1.5700000000000074,-1.7000000000000028,2.841000000000001,-3.0654000000000003,0,0,1,2,0,4
KE-AC0818,Kerala,Urban,INC,63.14,5.9816,6.4203,LDF,60.63,1.464,-6.2744,LDF,60.93,1.99,0.7306,-2.509999999999998,0.29999999999999716,-4.5176,0.526,1,0,0,0,1,8
WE-AC0819,West Bengal,Urban,BJP,60.7,-2.9349,-10.3373,CPIM,59.42,-5.2396,-3.201,CPIM,49.8,-22.5561,-24.0507,-1.2800000000000011,-9.620000000000005,-2.3047000000000004,-17.3165,1,0,0,0,4,5
TA-AC0820,Tamil Nadu,Urban,INC,65.52,15.4889,18.8963,INC,63.87,12.5329,-4.1056,INC,64.45,13.5787,1.4524,-1.6499999999999986,0.5800000000000054,-2.9559999999999995,1.0457999999999998,0,0,1,0,3,7
WE-AC0821,West Bengal,Rural,BJP,82.42,28.9696,2.5509,BJP,74.53,14.7593,-19.7366,BJP,77.25,19.6599,6.8064,-7.890000000000001,2.719999999999999,-14.2103,4.900600000000001,0,0,1,2,4,4
WE-AC0822,West Bengal,Urban,BJP,74.6,17.265,17.82,BJP,75.77,19.3694,2.9228,BJP,78.79,24.8066,7.5516,1.1700000000000017,3.0200000000000102,2.1043999999999983,5.437200000000001,0,0,1,0,4,4
TA-AC0823,Tamil Nadu,Semi-Urban,AIADMK,68.45,8.0843,9.0093,AIADMK,74.4,18.7902,14.8693,AIADMK,69.97,10.8249,-11.063,5.950000000000003,-4.430000000000007,10.705899999999998,-7.965299999999999,0,0,1,1,3,1
KE-AC0824,Kerala,Rural,BJP,65.52,9.1135,-5.0945,BJP,64.74,7.7173,-1.9391,BJP,60.09,-0.6511,-11.6227,-0.7800000000000011,-4.6499999999999915,-1.3962000000000003,-8.3684,0,0,0,2,1,4
AS-AC0825,Assam,Urban,INC,66.25,24.9242,19.744,INC,60.02,13.7061,-15.5807,INC,71.35,34.1073,28.335,-6.229999999999997,11.329999999999991,-11.2181,20.401200000000003,0,0,1,0,0,7
KE-AC0826,Kerala,Urban,BJP,62.14,-3.0808,-8.3609,LDF,63.38,-0.8631,3.0801,BJP,58.16,-10.2436,-13.0284,1.240000000000002,-5.220000000000006,2.2177,-9.380500000000001,1,1,0,0,1,8
PU-AC0827,Puducherry,Urban,INC,68.59,2.3532,0.3552,AINRC,64.85,-4.3782,-9.3492,AINRC,57.38,-17.828,-18.6802,-3.740000000000009,-7.469999999999992,-6.7314,-13.4498,1,0,0,0,2,2
PU-AC0828,Puducherry,Rural,AINRC,80.91,10.4815,4.4324,AINRC,80.9,10.4469,-0.0481,AINRC,78.52,6.1718,-5.9376,-0.009999999999990905,-2.3800000000000097,-0.034600000000001074,-4.275099999999999,0,0,1,2,2,2
WE-AC0829,West Bengal,Rural,TMC,80.52,5.5076,-2.3823,BJP,78.88,2.5519,-4.1052,BJP,86.16,15.648,18.189,-1.6400000000000006,7.280000000000001,-2.9557,13.0961,1,0,1,2,4,4
WE-AC0830,West Bengal,Rural,BJP,80.14,9.5847,-1.2369,CPIM,76.25,2.5821,-9.7258,CPIM,76.4,2.8426,0.3618,-3.8900000000000006,0.15000000000000568,-7.002599999999999,0.26049999999999995,1,0,0,2,4,5
KE-AC0831,Kerala,Rural,LDF,71.18,-3.1151,-8.9265,BJP,69.48,-6.189,-4.2693,LDF,65.29,-13.7238,-10.465,-1.7000000000000028,-4.189999999999998,-3.0739,-7.534800000000001,1,1,0,2,1,4
TA-AC0832,Tamil Nadu,Semi-Urban,AIADMK,86.27,10.1647,12.4565,AIADMK,88.53,14.2336,5.6512,AIADMK,87.29,11.9964,-3.1073,2.260000000000005,-1.2399999999999949,4.068899999999999,-2.2371999999999996,0,0,1,1,3,1
PU-AC0833,Puducherry,Urban,AINRC,77.14,16.9166,20.5772,AINRC,80.26,22.5171,7.7785,AINRC,82.63,26.7975,5.945,3.1200000000000045,2.3699999999999903,5.6005,4.2804,0,0,1,0,2,2
KE-AC0834,Kerala,Urban,BJP,61.24,1.5914,-4.2003,INC,53.62,-12.1223,-19.0467,BJP,59.4,-1.7225,14.4441,-7.6200000000000045,5.780000000000001,-13.7137,10.399799999999999,1,1,0,0,1,7
TA-AC0835,Tamil Nadu,Rural,INC,66.69,3.8779,-8.9414,BJP,58.97,-10.0165,-19.2978,DMK,59.61,-8.8678,1.5954,-7.719999999999999,0.6400000000000006,-13.894400000000001,1.1486999999999998,1,1,0,2,3,4
WE-AC0836,West Bengal,Urban,INC,60.06,9.8186,6.2761,TMC,56.43,3.2896,-9.0681,TMC,62.72,14.6102,15.7231,-3.6300000000000026,6.289999999999999,-6.529,11.3206,1,0,1,0,4,9
AS-AC0837,Assam,Rural,AIUDF,84.27,10.1713,6.4597,AIUDF,81.88,5.8562,-5.9932,AGP,79.73,1.9871,-5.3738,-2.3900000000000006,-2.1499999999999915,-4.3151,-3.8691000000000004,0,1,0,2,0,3
WE-AC0838,West Bengal,Semi-Urban,TMC,65.92,4.1333,-6.9772,BJP,63.31,-0.5716,-6.5346,BJP,61.76,-3.3547,-3.8654,-2.6099999999999994,-1.5500000000000043,-4.7049,-2.7830999999999997,1,0,0,1,4,4
KE-AC0839,Kerala,Semi-Urban,BJP,76.69,18.6245,4.554,BJP,74.09,13.9575,-6.4819,BJP,76.13,17.6232,5.0913,-2.5999999999999943,2.039999999999992,-4.667000000000002,3.665700000000001,0,0,1,1,1,4
PU-AC0840,Puducherry,Semi-Urban,INC,79.96,0.4522,-4.5776,BJP,76.31,-6.1184,-9.1258,INC,76.29,-6.1631,-0.062,-3.6499999999999915,-0.01999999999999602,-6.570600000000001,-0.04469999999999974,1,1,0,1,2,4
KE-AC0841,Kerala,Semi-Urban,BJP,78.04,23.1475,10.7787,BJP,82.32,30.8522,10.701,BJP,82.99,32.053,1.6678,4.279999999999987,0.6700000000000017,7.704699999999999,1.2007999999999974,0,0,1,1,1,4
WE-AC0842,West Bengal,Rural,BJP,69.41,2.8536,-10.76,CPIM,69.63,3.2498,0.5503,BJP,68.35,0.9468,-3.1986,0.21999999999999886,-1.2800000000000011,0.3961999999999999,-2.303,1,1,0,2,4,5
WE-AC0843,West Bengal,Semi-Urban,TMC,59.35,1.6274,-6.7488,TMC,58.62,0.3045,-1.8373,BJP,54.22,-7.601,-10.9799,-0.730000000000004,-4.399999999999999,-1.3229,-7.9055,0,1,0,1,4,9
WE-AC0844,West Bengal,Semi-Urban,TMC,69.63,12.1771,5.2427,TMC,66.14,5.9061,-8.7097,TMC,63.37,0.9226,-6.9215,-3.489999999999995,-2.770000000000003,-6.270999999999999,-4.9835,0,0,0,1,4,9
WE-AC0845,West Bengal,Urban,CPIM,72.49,38.7409,19.9089,CPIM,73.15,39.915,1.6307,CPIM,68.9,32.2649,-10.6251,0.6600000000000108,-4.25,1.1740999999999957,-7.650100000000002,0,0,1,0,4,5
TA-AC0846,Tamil Nadu,Rural,AIADMK,74.66,8.1601,-6.3678,AIADMK,76.92,12.228,5.6499,AIADMK,76.89,12.1738,-0.0753,2.260000000000005,-0.030000000000001137,4.0679,-0.054199999999999804,0,0,1,2,3,1
AS-AC0847,Assam,Rural,AGP,86.79,14.6112,6.9897,AGP,91.53,23.1426,11.8491,AGP,87.77,16.3768,-9.397,4.739999999999995,-3.760000000000005,8.531400000000001,-6.765800000000002,0,0,1,2,0,0
TA-AC0848,Tamil Nadu,Rural,BJP,93.95,16.3029,17.9167,BJP,95.0,18.1857,2.615,BJP,95.0,18.1857,0.0,1.0499999999999972,0.0,1.8827999999999996,0.0,0,0,1,2,3,4
PU-AC0849,Puducherry,Urban,BJP,55.83,2.3288,-15.4443,BJP,57.8,5.8776,4.9288,BJP,61.13,11.8795,8.336,1.9699999999999989,3.3300000000000054,3.5488,6.0019,0,0,1,0,2,4
TA-AC0850,Tamil Nadu,Semi-Urban,DMK,73.91,9.3,-3.8049,DMK,72.17,6.1676,-4.3505,DMK,77.93,16.5379,14.4032,-1.7399999999999949,5.760000000000005,-3.1324000000000005,10.3703,0,0,1,1,3,6
WE-AC0851,West Bengal,Rural,CPIM,81.4,1.4072,-5.2769,CPIM,82.43,3.2573,2.5696,TMC,82.9,4.1039,1.1758,1.0300000000000011,0.46999999999999886,1.8500999999999999,0.8466000000000005,0,1,0,2,4,5
PU-AC0852,Puducherry,Rural,INC,74.67,1.7363,-13.7551,INC,80.14,11.5865,13.6808,INC,80.65,12.493,1.259,5.469999999999999,0.5100000000000051,9.8502,0.9065000000000012,0,0,1,2,2,7
WE-AC0853,West Bengal,Rural,INC,67.48,3.6267,-11.0305,CPIM,65.37,-0.1606,-5.2601,CPIM,68.48,5.4267,7.7602,-2.1099999999999994,3.1099999999999994,-3.7873,5.5873,1,0,1,2,4,5
AS-AC0854,Assam,Rural,AIUDF,79.06,30.1955,10.5919,AIUDF,73.43,20.0638,-14.0718,AIUDF,71.64,16.8395,-4.4781,-5.6299999999999955,-1.7900000000000063,-10.131699999999999,-3.2242999999999995,0,0,1,2,0,3
KE-AC0855,Kerala,Rural,UDF,81.5,17.0101,16.2326,UDF,89.47,31.348,19.9137,UDF,91.04,34.177,3.9291,7.969999999999999,1.5700000000000074,14.337899999999998,2.8290000000000006,0,0,1,2,1,10
PU-AC0856,Puducherry,Rural,INC,85.51,7.9822,7.5374,INC,89.26,14.741,9.3872,INC,84.37,5.9344,-12.2314,3.75,-4.890000000000001,6.7588,-8.8066,0,0,1,2,2,7
WE-AC0857,West Bengal,Semi-Urban,BJP,74.09,15.763,2.2976,BJP,75.77,18.7889,4.2027,BJP,76.97,20.9464,2.9965,1.6799999999999926,1.2000000000000028,3.025900000000002,2.157499999999999,0,0,1,1,4,4
KE-AC0858,Kerala,Rural,BJP,77.05,21.6211,-0.3316,BJP,75.16,18.2143,-4.7317,BJP,75.74,19.2646,1.4587,-1.8900000000000006,0.5799999999999983,-3.406799999999997,1.0503,0,0,1,2,1,4
WE-AC0859,West Bengal,Urban,CPIM,59.94,12.1076,2.7304,CPIM,56.52,5.9526,-8.5486,CPIM,61.66,15.2031,12.848,-3.4199999999999946,5.1399999999999935,-6.154999999999999,9.250499999999999,0,0,1,0,4,5
AS-AC0860,Assam,Urban,INC,56.47,5.3791,-2.2438,AIUDF,54.36,1.5783,-5.2789,BJP,54.72,2.2149,0.8841,-2.1099999999999994,0.35999999999999943,-3.8008,0.6366,1,1,0,0,0,3
KE-AC0861,Kerala,Urban,LDF,61.33,-5.2328,-15.0653,LDF,53.47,-19.3848,-19.6556,UDF,51.12,-23.612,-5.8712,-7.859999999999999,-2.3500000000000014,-14.151999999999997,-4.2272,0,1,0,0,1,8
WE-AC0862,West Bengal,Rural,INC,72.83,-5.0946,-10.2373,TMC,69.97,-10.239,-7.145,CPIM,70.58,-9.1349,1.5334,-2.8599999999999994,0.6099999999999994,-5.144400000000001,1.1041000000000007,1,1,0,2,4,9
KE-AC0863,Kerala,Semi-Urban,BJP,71.22,15.6283,-0.7574,BJP,68.2,10.1912,-7.5515,BJP,70.15,13.6931,4.8637,-3.019999999999996,1.9500000000000028,-5.437099999999999,3.501899999999999,0,0,1,1,1,4
PU-AC0864,Puducherry,Rural,INC,80.81,3.8407,-12.1396,DMK,79.62,1.7032,-2.9687,DMK,84.32,10.1634,11.7502,-1.1899999999999977,4.699999999999989,-2.1375,8.460199999999999,1,0,1,2,2,6
KE-AC0865,Kerala,Semi-Urban,BJP,75.83,3.6404,0.2175,BJP,68.42,-9.7055,-18.536,BJP,69.23,-8.2499,2.0217,-7.409999999999997,0.8100000000000023,-13.3459,1.4556000000000004,0,0,0,1,1,4
AS-AC0866,Assam,Rural,AGP,75.3,3.7055,-0.3927,AGP,78.35,9.1895,7.6167,AGP,81.65,15.1364,8.2595,3.049999999999997,3.3000000000000114,5.484000000000001,5.946899999999999,0,0,1,2,0,0
